"lake","year","ba","type","size","times_treat","type_times_treat","period","event","site","tl","tlgroup","count","date","size_class"
"mark","2018","before","control",3.3,"0","control","before",1,12,NA,"125",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,13,NA,"0",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,13,NA,"25",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,13,NA,"50",8,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,13,NA,"75",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,13,NA,"100",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,13,NA,"125",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,14,NA,"0",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,14,NA,"25",2,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,14,NA,"50",6,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,14,NA,"75",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,14,NA,"100",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,14,NA,"125",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,15,NA,"0",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,15,NA,"25",1,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,15,NA,"50",8,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,15,NA,"75",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,15,NA,"100",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","before",1,15,NA,"125",0,"5/19","small"
"mark","2018","before","control",3.3,"0","control","after",1,1,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,1,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,1,NA,"50",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,1,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,1,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,1,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,2,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,2,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,2,NA,"50",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,2,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,2,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,2,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,3,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,3,NA,"25",1,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,3,NA,"50",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,3,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,3,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,3,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,4,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,4,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,4,NA,"50",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,4,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,4,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,4,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,5,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,5,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,5,NA,"50",4,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,5,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,5,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,5,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,6,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,6,NA,"25",3,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,6,NA,"50",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,6,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,6,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,6,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,7,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,7,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,7,NA,"50",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,7,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,7,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,7,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,8,NA,"0",2,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,8,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,8,NA,"50",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,8,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,8,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,8,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,9,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,9,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,9,NA,"50",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,9,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,9,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,9,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,10,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,10,NA,"25",2,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,10,NA,"50",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,10,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,10,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,10,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,11,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,11,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,11,NA,"50",2,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,11,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,11,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,11,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,12,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,12,NA,"25",4,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,12,NA,"50",11,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,12,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,12,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,12,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,13,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,13,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,13,NA,"50",10,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,13,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,13,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,13,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,14,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,14,NA,"25",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,14,NA,"50",1,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,14,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,14,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,14,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,15,NA,"0",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,15,NA,"25",8,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,15,NA,"50",3,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,15,NA,"75",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,15,NA,"100",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","after",1,15,NA,"125",0,"5/20","small"
"mark","2018","before","control",3.3,"0","control","before",2,1,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,1,NA,"25",18,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,1,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,1,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,1,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,1,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,2,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,2,NA,"25",44,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,2,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,2,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,2,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,2,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,3,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,3,NA,"25",33,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,3,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,3,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,3,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,3,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,4,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,4,NA,"25",12,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,4,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,4,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,4,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,4,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,5,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,5,NA,"25",16,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,5,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,5,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,5,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,5,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,6,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,6,NA,"25",24,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,6,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,6,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,6,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,6,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,7,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,7,NA,"25",29,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,7,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,7,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,7,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,7,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,8,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,8,NA,"25",16,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,8,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,8,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,8,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,8,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,9,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,9,NA,"25",12,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,9,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,9,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,9,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,9,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,10,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,10,NA,"25",32,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,10,NA,"50",1,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,10,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,10,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,10,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,11,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,11,NA,"25",39,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,11,NA,"50",1,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,11,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,11,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,11,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,12,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,12,NA,"25",43,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,12,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,12,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,12,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,12,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,13,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,13,NA,"25",64,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,13,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,13,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,13,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,13,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,14,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,14,NA,"25",67,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,14,NA,"50",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,14,NA,"75",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,14,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,14,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,15,NA,"0",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,15,NA,"25",43,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,15,NA,"50",2,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,15,NA,"75",1,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,15,NA,"100",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","before",2,15,NA,"125",0,"6/10","small"
"mark","2018","before","control",3.3,"0","control","after",2,1,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,1,NA,"25",14,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,1,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,1,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,1,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,1,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,2,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,2,NA,"25",26,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,2,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,2,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,2,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,2,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,3,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,3,NA,"25",7,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,3,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,3,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,3,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,3,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,4,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,4,NA,"25",6,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,4,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,4,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,4,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,4,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,5,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,5,NA,"25",9,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,5,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,5,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,5,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,5,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,6,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,6,NA,"25",26,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,6,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,6,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,6,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,6,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,7,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,7,NA,"25",10,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,7,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,7,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,7,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,7,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,8,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,8,NA,"25",12,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,8,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,8,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,8,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,8,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,9,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,9,NA,"25",11,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,9,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,9,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,9,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,9,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,10,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,10,NA,"25",16,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,10,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,10,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,10,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,10,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,11,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,11,NA,"25",17,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,11,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,11,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,11,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,11,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,12,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,12,NA,"25",34,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,12,NA,"50",1,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,12,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,12,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,12,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,13,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,13,NA,"25",36,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,13,NA,"50",1,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,13,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,13,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,13,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,14,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,14,NA,"25",23,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,14,NA,"50",1,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,14,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,14,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,14,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,15,NA,"0",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,15,NA,"25",26,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,15,NA,"50",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,15,NA,"75",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,15,NA,"100",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","after",2,15,NA,"125",0,"6/11","small"
"mark","2018","before","control",3.3,"0","control","followup",3,1,NA,"0",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,1,NA,"25",11,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,1,NA,"50",2,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,1,NA,"75",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,1,NA,"100",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,1,NA,"125",1,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,2,NA,"0",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,2,NA,"25",25,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,2,NA,"50",3,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,2,NA,"75",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,2,NA,"100",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,2,NA,"125",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,3,NA,"0",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,3,NA,"25",7,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,3,NA,"50",3,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,3,NA,"75",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,3,NA,"100",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,3,NA,"125",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,4,NA,"0",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,4,NA,"25",32,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,4,NA,"50",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,4,NA,"75",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,4,NA,"100",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,4,NA,"125",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,5,NA,"0",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,5,NA,"25",16,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,5,NA,"50",13,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,5,NA,"75",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,5,NA,"100",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,5,NA,"125",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,6,NA,"0",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,6,NA,"25",12,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,6,NA,"50",18,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,6,NA,"75",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,6,NA,"100",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,6,NA,"125",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,7,NA,"0",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,7,NA,"25",7,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,7,NA,"50",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,7,NA,"75",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,7,NA,"100",0,"7/1","small"
"mark","2018","before","control",3.3,"0","control","followup",3,7,NA,"125",0,"7/1","small"
